Matrix Size; Block Size; Time; PAPI_L1_DCM; PAPI_CA_SNP; PAPI_L3_LDM; PAPI_PRF_DM; PAPI_MEM_WCY; PAPI_L1_LDM; PAPI_L2_LDM; 
8192; 256; 566.717; 73489860188; 35517337441; 6942276965; 108286954274; 137106168; 16225030012; 5420351705
